plate,compound,well,site,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015098,CBK308631,M10,s5,0.084473593964334708906,116.032878230370073425,-5.0,24.0,-0.12450338648834019528,516.71437889602589166,-25.0,78.0,0.059602837791495201503,224.73470431503238842,-12.0,59.0,0.08583097565157750408,263.5864161382552311,-14.0,50.0,0.12861668381344307233,255.07754544430451915,-13.0,39.0
P015098,CBK308631,M10,s6,0.07910150891632372616,108.05828780881947182,-5.0,23.0,-1.1313918895747598903,518.61278821078485635,-23.0,76.0,0.09634773662551440743,250.09554722664478277,-11.0,55.0,0.11730431241426611533,279.57539366130117742,-12.0,49.0,0.18467871227709189985,266.8007387408385398,-13.0,38.0
P015098,CBK308631,M10,s8,0.066262645747599449586,108.190533039653260516,-4.0,22.0,0.046673525377229081734,454.05389931906358925,-18.0,69.0,0.015331147119341564239,193.76698610567800074,-8.0,49.0,0.04273683984910836564,227.0774947466870799,-10.0,46.0,0.08455525548696844751,224.61697713577333957,-9.0,34.0
P015098,CBK308631,M10,all,0.08603082133058985448,117.31886444071419362,-6.0,24.0,-0.51126963305898487366,517.65624529182071,-24.0,79.0,0.046780435528120715982,243.67148352788396437,-11.0,58.0,0.0817359825102880605,284.80640631178545163,-14.0,52.0,0.1365174039780521209,269.26520976094241178,-13.0,40.0
P015098,CBK308631,all,all,0.12108889174668495403,138.50154905816734185,-9.0,28.0,-0.5643737282807498312,616.4857449967489629,-36.0,107.0,0.075710405235482391983,308.2186199531870443,-16.0,81.0,0.14097275091449473772,398.73911671293376457,-21.0,67.0,0.19839690500685872032,317.08629125983918584,-19.0,52.0
P015098,CBK308819,E16,s2,0.022009387860082305771,58.289122276320078697,-1.0,18.0,-1.0118569958847736245,396.22299802740064933,-4.0,39.0,0.022261445473251029875,102.803922288744061575,-2.0,30.0,0.026248713991769548337,101.298260181283566794,-2.0,32.0,0.047287165637860083256,78.18724719952948021,-2.0,20.0
P015098,CBK308819,E16,s4,0.034320987654320990468,58.58734780297708511,-1.0,18.0,0.08234203532235939704,354.1513875852625688,-4.0,39.0,0.030900420096021948696,117.3312586075017947,-2.0,30.0,0.038134859396433469503,101.86183654236451446,-2.0,32.0,0.045025291495198904723,101.619056900618787154,-2.0,20.0
P015098,CBK308819,E16,s5,0.02337748628257887637,71.01820957943532164,-1.0,18.0,-0.3596799982853223776,452.70882740752989548,-6.0,40.0,0.011415466392318244712,145.63119137094346911,-3.0,31.0,0.01104702503429355262,121.77894480321637616,-3.0,33.0,0.030322788065843622046,106.195611709307058845,-3.0,21.0
P015098,CBK308819,E16,s6,0.023342978395061726726,59.414920080820820658,-1.0,18.0,-1.5040605709876542218,384.84948218841589096,-5.0,39.0,0.0074815672153635114777,117.59231159655904264,-2.0,30.0,0.0133224022633744859645,96.24661604310495022,-2.0,31.0,0.040317644032921810815,84.05076683016947925,-3.0,20.0
P015098,CBK308819,E16,s8,0.03444551611796982382,59.01543798269602803,-1.0,18.0,-0.21069272976680383791,383.96163413685053456,-6.0,40.0,0.023986411179698217261,123.43854219800252281,-3.0,31.0,0.028654192386831277284,102.72579774794795071,-3.0,32.0,0.04299254115226337769,85.05393280130923017,-2.0,21.0
P015098,CBK308819,E16,all,0.027499271262002744631,61.45997070897362846,-1.0,18.0,-0.6007896519204389829,395.7015224080581106,-5.0,39.0,0.01920906207133058971,122.15460727965162846,-2.0,30.0,0.023481438614540467436,105.15063840659915684,-2.0,32.0,0.041189086076817559012,91.668848972826936006,-2.0,20.0
P015098,CBK308819,H10,s2,0.020827331961591220855,60.610944565418250818,-1.0,18.0,-0.9619671639231824889,386.0170789142753165,-5.0,36.0,0.014067429698216735515,109.203513654179047876,-2.0,28.0,0.014795739026063100055,89.519600811971059784,-2.0,30.0,0.03747835219478738017,85.18843798589317373,-2.0,20.0
P015098,CBK308819,H10,s4,0.025653935185185185869,62.47560368241324369,-1.0,19.0,-0.12437992969821673461,378.74299226324728807,-5.0,37.0,0.009490097736625515215,107.999723179291478914,-2.0,28.0,0.016081318587105625229,108.94730707143605741,-2.0,30.0,0.030596922153635117136,78.49615993074485232,-2.0,20.0
P015098,CBK308819,H10,s5,0.024389146090534979255,63.399889733763281185,-1.0,19.0,0.02028828017832647393,455.66234875310937014,-5.0,37.0,0.02506665809327846342,142.34268059057879441,-2.0,29.0,0.026310013717421126128,173.70521748497890258,-2.0,30.0,0.05437114197530864418,94.3361098199305701,-2.0,20.0
P015098,CBK308819,H10,s6,0.018949759945130314337,48.170896879736318397,0.0,18.0,-0.54252164780521261456,348.04841535743440772,-3.0,34.0,0.0063245884773662549433,123.1880826553691719,-1.0,27.0,0.009753729423868312889,160.95515963555558869,-1.0,29.0,0.034997856652949244083,84.17461550458671127,-2.0,19.0
P015098,CBK308819,H10,s8,0.024951346021947873322,67.31708337520005614,-1.0,19.0,-0.060066443758573388745,458.600623569382833,-5.0,37.0,0.019424296982167351538,137.46726127082243352,-2.0,28.0,0.022726337448559671278,127.4532275389983198,-2.0,30.0,0.038759216392318246447,98.369747898119555884,-2.0,20.0
P015098,CBK308819,H10,all,0.022954303840877914727,60.74283287619815752,-1.0,18.0,-0.33372938100137172768,407.80792762268066554,-5.0,36.0,0.014874614197530864473,124.838566297618783096,-2.0,28.0,0.017933427640603565034,135.79960679244373978,-2.0,30.0,0.039240697873799725015,88.40813562979518281,-2.0,20.0
P015098,CBK308819,J22,s2,0.017223293895747598253,47.342815324514944564,0.0,17.0,-0.3361436899862825789,383.5653519270794618,-3.0,39.0,0.010875985939643346978,103.71136566549176905,-1.0,28.0,0.012920953360768176396,94.743940722605486826,-1.0,30.0,0.028425068587105625784,102.3240437165184602,-1.0,19.0
P015098,CBK308819,J22,s4,0.019078789437585733785,60.23195376188338912,-1.0,18.0,-0.38955161179698216678,453.31961422077745283,-4.0,42.0,0.01570001714677640714,119.90364383532718762,-1.0,28.0,0.017511788408779149773,130.57175830983146625,-1.0,30.0,0.026230281207133058358,102.92890074737810835,-1.0,19.0
P015098,CBK308819,J22,s5,0.015378729423868312681,44.68333258401040098,0.0,17.0,-0.37495649005486969552,337.63553262711457137,-3.0,40.0,0.0029250257201646088709,91.80623576171832667,-1.0,28.0,0.0048623971193415636144,77.32490760195041446,-1.0,29.0,0.02397826646090535016,77.489175557919679704,-1.0,19.0
P015098,CBK308819,J22,s6,0.012981824417009601644,44.860431581726501804,0.0,17.0,-1.595292138203017851,370.58042587292749204,-4.0,39.0,0.008928112139917695686,75.31359536528529475,-1.0,28.0,0.009097007887517147284,66.88585129980765487,-1.0,29.0,0.03260373799725651417,58.763679893905120366,-2.0,19.0
P015098,CBK308819,J22,s8,0.0055540552126200270697,39.768065327129036746,0.0,17.0,0.022584662208504802106,243.64264566154605518,-2.0,41.0,0.006651877572016460724,81.48512431117863741,0.0,27.0,0.0071493484224965705293,77.47015430374850098,0.0,29.0,0.02968428497942386668,66.73846396518010238,-1.0,18.0
P015098,CBK308819,J22,all,0.01404333847736625486,47.874394157356690016,0.0,17.0,-0.5346718535665294647,364.22847691621802824,-3.0,40.0,0.009016203703703703359,95.784423910463942775,-1.0,28.0,0.0103082990397805208255,92.173620650297422685,-1.0,29.0,0.02818432784636488303,83.63771105263643335,-1.0,19.0
P015098,CBK308819,all,all,0.021498971193415636338,57.03501104393007637,-1.0,18.0,-0.48973029549611341027,389.67910848574604188,-4.0,38.0,0.014366626657521719759,115.00879912934259153,-2.0,29.0,0.017241055098308186166,112.53764761619508761,-2.0,30.0,0.036204703932327386706,87.96674205912890443,-2.0,20.0
P015098,CBK308876,D20,s2,0.035704946844993139254,99.993880281498078944,-3.0,21.0,-0.01179719650205761361,366.37223499828564854,-14.0,76.0,0.013212448559670781842,164.8710571155772584,-6.0,40.0,0.020343792866941014935,188.72813442909676951,-7.0,38.0,0.08005958504801097275,204.35690515155997105,-8.0,29.0
P015098,CBK308876,D20,s4,0.10793595679012345234,147.9165125797326823,-10.0,29.0,-0.30769525891632371062,581.6751339981053661,-47.0,128.0,0.020338434499314127224,273.3119627043466835,-20.0,94.0,0.054191315157750344356,321.74910463570489583,-25.0,69.0,0.18376821844993140864,334.47549526463444636,-25.0,59.0
P015098,CBK308876,D20,s5,0.069793810013717427765,102.79621261625095485,-4.0,22.0,0.009521390603566529456,452.05811882269370017,-20.0,84.0,0.04875235768175582851,204.44083762622096856,-8.0,46.0,0.070551483196159128775,230.72864101635752831,-10.0,43.0,0.122555512688614545724,251.42814622201419184,-9.0,32.0
P015098,CBK308876,D20,s6,0.061713391632373111595,96.4734446193563997,-3.0,21.0,-1.6117341820987654,500.2664055302298607,-18.0,84.0,0.034077932098765431612,174.0346900283375362,-6.0,40.0,0.062089977709190669053,196.12033241614599888,-7.0,39.0,0.104243612825788756204,218.11659179429338451,-8.0,29.0
P015098,CBK308876,D20,s8,0.14906335733882031258,161.6033837105164821,-13.0,33.0,-0.79669281550068582476,656.25402196505012853,-55.0,140.0,0.05973186728395061401,309.3752037981002445,-23.0,107.0,0.118957475994513034445,344.7656465897763951,-29.0,78.0,0.18973486796982166891,388.87821746898123365,-30.0,69.0
P015098,CBK308876,D20,all,0.08484229252400549148,124.79416580368298639,-6.0,24.0,-0.54367961248285323617,521.12739058670206305,-28.0,98.0,0.0352226080246913556,232.24084140019905931,-10.0,55.0,0.06522680898491083068,264.462867622890883,-13.0,50.0,0.13607235939643347322,288.32372065199422195,-13.0,39.0
P015098,CBK308876,G19,s2,0.11568844307270233218,140.86502112505476703,-8.0,26.0,-1.0769830246913580929,686.2999040621268705,-42.0,133.0,0.12613747427983540428,310.93043644114635526,-15.0,66.0,0.17319080075445816846,353.56346263301367117,-18.0,57.0,0.22159379286694100286,347.85182526844920403,-17.0,44.0
P015098,CBK308876,G19,s4,0.1734008487654321029,184.07643416978919504,-18.0,40.0,0.1010183041838134399,696.5478450936553827,-80.0,174.0,0.056528206447187930028,348.70424646074621933,-32.0,151.0,0.13468964334705074704,434.28642819573138922,-47.0,107.0,0.20567965534979423814,426.03066789994988994,-46.0,93.0
P015098,CBK308876,G19,s5,0.124853609396433473666,157.93361982924761833,-12.0,31.0,0.24614154663923182298,650.8254704686955847,-50.0,134.0,0.079489240397805208116,305.96403326151795454,-20.0,100.0,0.16337277091906721171,371.6208941202692131,-26.0,75.0,0.29104959705075444942,363.3157171321110468,-26.0,63.0
P015098,CBK308876,G19,s6,0.104887474279835385405,143.50457673985016527,-8.0,27.0,-3.4239692644032921898,710.0805801780869615,-40.0,116.0,0.020095807613168724381,296.79852542767304158,-16.0,77.0,0.06782878943758573198,337.91610988851766706,-20.0,61.0,0.11148491083676269342,372.60744904713527603,-20.0,51.0
P015098,CBK308876,G19,s8,0.067503215020576129435,110.49368379045894528,-4.0,22.0,-0.77818137002743481556,468.57397604617085562,-21.0,84.0,0.043477794924554183376,219.93548263590756164,-9.0,49.0,0.057824074074074076346,259.38642232207502047,-10.0,44.0,0.11365419238683127645,264.08207652445997837,-10.0,34.0
P015098,CBK308876,G19,all,0.11726671810699589027,149.31345526011938318,-9.0,28.0,-0.9863947616598079948,648.6208365678393193,-43.0,124.0,0.06514570473251028726,299.44861501523365632,-16.0,81.0,0.11938121570644719127,355.86023596049409434,-21.0,65.0,0.18869242969821672928,358.62989566215884452,-21.0,53.0
P015098,CBK308876,K07,s2,0.0787701474622770903,123.458758319620301336,-6.0,25.0,-3.5923551097393691123,652.03858942354497685,-26.0,81.0,0.04341606652949245304,254.62670037526058309,-12.0,62.0,0.0943445644718792914,310.56685971681821457,-16.0,56.0,0.17932998971193414572,285.4576826820836004,-15.0,43.0
P015098,CBK308876,K07,s4,0.108400205761316870134,119.53419206012564757,-6.0,25.0,-0.7919723079561042933,515.35717528779082386,-22.0,75.0,0.056002014746227707365,255.45691904271961903,-10.0,59.0,0.12504843964334705353,319.95538983886018514,-14.0,54.0,0.15007951817558298768,268.4003330164565,-12.0,40.0
P015098,CBK308876,K07,s5,0.085304998285322355955,110.951896904682485,-5.0,23.0,-0.5284891546639232107,515.2355609121248108,-20.0,71.0,0.026080675582990396622,236.20801444503774746,-10.0,55.0,0.0759006344307270181,283.3350865753814105,-12.0,50.0,0.118526020233196152653,248.57261001646841692,-11.0,38.0
P015098,CBK308876,K07,s6,0.12016953875171468291,144.27908013698200307,-8.0,27.0,-4.338151363168724295,688.7308282782421429,-33.0,94.0,0.0853457218792866984,292.5763526646376249,-15.0,74.0,0.14370970507544580941,353.2506943108042492,-20.0,64.0,0.19673439643347051531,346.22658852626813086,-20.0,51.0
P015098,CBK308876,K07,s8,0.12108003257887517412,121.477262996674070905,-6.0,24.0,-2.221852709190672126,585.70440863600424564,-24.0,74.0,0.15518625685871056952,265.6625396043643832,-12.0,58.0,0.2425625857338820357,309.3986957892099099,-15.0,53.0,0.28598936899862825722,273.1036263238258357,-13.0,40.0
P015098,CBK308876,K07,all,0.10274498456790123746,124.429893067245771476,-6.0,25.0,-2.2945641289437586074,595.58812516113925994,-25.0,78.0,0.0732061471193415636,261.5586884352730408,-12.0,61.0,0.13631318587105623052,316.10619101617078286,-15.0,55.0,0.1861318587105624256,286.27665889170947366,-14.0,42.0
P015098,CBK308876,all,all,0.10161799839963420178,133.35527805691009462,-7.0,26.0,-1.2748795010288065388,590.7649333186295735,-31.0,98.0,0.057858153292181066507,265.84345628346767398,-13.0,64.0,0.10697373685413809341,314.37782080602704582,-16.0,56.0,0.17029888260173753345,312.8899152215208801,-16.0,44.0
P015098,CBK308880,D22,s2,0.0223163151577503438,40.195987191318998555,0.0,18.0,-0.95803047839506172423,367.62003196544759476,-7.0,67.0,0.029829389574759945791,127.079574182605611554,-2.0,30.0,0.039643132716049384046,135.99894684077386842,-2.0,31.0,0.0628720850480109783,135.02724195290346643,-3.0,21.0
P015098,CBK308880,D22,s4,0.03796596364883401964,61.905226815852344657,-1.0,19.0,-0.059974494170096023793,426.11460150024623772,-12.0,72.0,0.043374271262002744853,138.53754805711722042,-4.0,33.0,0.057455418381344304513,177.78792919166764364,-4.0,34.0,0.08112504286694101341,135.70401857213425956,-4.0,24.0
P015098,CBK308880,D22,s5,0.03407407407407407607,71.967703925553180966,-2.0,19.0,-0.33852216220850478434,546.3060023013862292,-16.0,76.0,0.038853952331961594258,188.89230264018607386,-6.0,36.0,0.066210133744855972915,215.90271754516339797,-6.0,35.0,0.08703082133058985537,188.83331932800410868,-5.0,25.0
P015098,CBK308880,D22,s6,0.02961741255144033011,56.137966693843026178,-1.0,19.0,-0.10685185185185185064,456.40967749271675302,-13.0,73.0,0.036933299039780521922,163.0721418741036075,-4.0,33.0,0.044114154663923182964,176.69853450566520792,-5.0,34.0,0.07209062071330589461,144.91698615296809294,-5.0,24.0
P015098,CBK308880,D22,s8,0.02986153978052126165,69.82392458814717884,-2.0,19.0,-0.5391848851165981227,465.74162314705955623,-17.0,78.0,0.048853737997256514725,150.62661296271573974,-6.0,37.0,0.062409765089163238283,190.91586528628013752,-6.0,36.0,0.10387774348422496029,158.51847385919856492,-6.0,26.0
P015098,CBK308880,D22,all,0.030767061042524006947,61.080564481402781496,-1.0,19.0,-0.40051277434842247338,456.1565474867057901,-13.0,73.0,0.03956893004115226431,155.11484299352909488,-4.0,34.0,0.053966520919067215156,181.32263234022775578,-5.0,34.0,0.081399262688614540395,153.90581510286673961,-5.0,24.0
P015098,CBK308880,H07,s2,0.026110682441700960171,58.32307763152252278,-1.0,19.0,-0.25818844307270233385,451.54193611211792359,-9.0,52.0,0.023430855624142661597,167.22181013431620045,-4.0,33.0,0.03219928840877914894,200.4204449509254573,-4.0,34.0,0.0611496913580246923,216.84977549272272768,-4.0,24.0
P015098,CBK308880,H07,s4,0.029682784636488341451,46.98178214023798205,-1.0,19.0,-0.24031678669410150295,403.72896986581508827,-10.0,53.0,0.038617326817558299268,137.95967181862502571,-4.0,34.0,0.048299468449931409753,178.96002116699676776,-5.0,35.0,0.06356331447187928141,149.13943187901151077,-4.0,25.0
P015098,CBK308880,H07,s5,0.0440899348422496562,61.523950321311907885,-2.0,20.0,-0.73624828532235941925,448.23601990711119925,-13.0,57.0,0.050537980109739366608,169.8615639267966344,-6.0,37.0,0.09923825445816186752,212.49188220800323279,-7.0,38.0,0.12945258916323731935,185.861257575106265,-6.0,27.0
P015098,CBK308880,H07,s6,0.040177254801097392334,60.381141591491449105,-2.0,20.0,-0.15579582475994513402,488.65187811182573796,-14.0,60.0,0.066996527777777772905,165.3763097280713339,-6.0,38.0,0.08437714334705075092,210.90343926205963498,-7.0,38.0,0.1079303840877915005,189.2592626922143495,-7.0,28.0
P015098,CBK308880,H07,s8,0.023790294924554183237,53.52323961415812903,-1.0,19.0,-0.70423396776406033126,386.2761743546363391,-9.0,52.0,0.027250085733882031813,132.84950055119804802,-4.0,34.0,0.048942472565157747744,174.71111037516519104,-5.0,35.0,0.06253150720164608878,131.56434349016487317,-4.0,25.0
P015098,CBK308880,H07,all,0.03277019032921810876,56.399796908957782193,-1.0,19.0,-0.41895666152263372206,437.2168753925353144,-11.0,55.0,0.04136655521262002505,155.46528270436479602,-5.0,35.0,0.062611325445816184976,196.13876712539988034,-6.0,36.0,0.08492549725651576953,177.16605282520342257,-5.0,25.0
P015098,CBK308880,J11,s2,0.037496356310013717605,50.72506517984305674,-1.0,19.0,-0.2931749399862825789,372.69295619137722042,-10.0,56.0,0.032546081961591220855,143.2043326527834779,-4.0,35.0,0.04380015432098765399,186.03276635589017474,-5.0,36.0,0.07663837448559671084,155.71586225559863692,-5.0,25.0
P015098,CBK308880,J11,s4,0.050909636488340188898,52.232433771767063035,-1.0,20.0,0.21035193758573389466,403.22120527833368442,-13.0,60.0,0.07618227023319615321,149.60868168776255516,-6.0,39.0,0.108474579903978046724,210.83269490923794365,-7.0,39.0,0.14673996913580247825,160.71559369612782575,-6.0,27.0
P015098,CBK308880,J11,s5,0.040207904663923182964,68.55694814018897887,-2.0,20.0,0.0962103480795610394,504.25869352586818195,-14.0,59.0,0.045559842249657062085,177.20273717913539713,-6.0,38.0,0.06644590192043896282,240.62963597466315946,-7.0,38.0,0.08102623456790122858,177.57897156782050274,-6.0,27.0
P015098,CBK308880,J11,s6,0.030328789437585733368,63.71729381783328705,-2.0,20.0,-0.093491941015089161104,441.72527678149276653,-13.0,60.0,0.01579753943758573434,170.20613196566856118,-6.0,37.0,0.035217764060356655798,228.22928933563349574,-7.0,38.0,0.084803240740740734593,184.5012111460611095,-8.0,27.0
P015098,CBK308880,J11,s8,0.036302297668038406575,71.23298180062097629,-2.0,20.0,-0.5928626543209876143,450.30488133537005524,-14.0,61.0,0.018628043552812070804,168.28970881401147608,-5.0,39.0,0.035462319958847736412,238.17365320649943783,-7.0,39.0,0.069279621056241427746,163.73653575423696793,-6.0,28.0
P015098,CBK308880,J11,all,0.039048996913580248658,61.863310563082556826,-2.0,20.0,-0.13459344993141289515,436.72882327176381523,-13.0,59.0,0.037742755486968447565,162.22367549454662594,-5.0,37.0,0.057880144032921812536,221.70996303701443253,-7.0,38.0,0.09169748799725652155,168.79666876711226564,-6.0,27.0
