plate,compound,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5,mean_C6,std_C6,median_C6,mad_C6
P015098,CBK309021,10594.637,1547.3864,10310.0,1085.0,10593.75,1545.7385,10308.0,1084.0,10593.048,1544.2827,10307.0,1085.0,10592.286,1544.2008,10305.0,1086.0,10591.855,1545.104,10304.0,1086.0,10591.255,1544.9902,10304.0,1085.0
P015098,CBK309040,10848.778,1426.4788,10441.0,845.0,10847.725,1423.3875,10438.0,842.0,10846.731,1421.2627,10436.0,844.0,10845.643,1421.842,10434.0,846.0,10844.642,1423.3354,10433.0,846.0,10843.6455,1423.2872,10432.0,845.0
P015098,CBK309049,12568.483,1444.9075,12528.0,1146.0,12567.795,1439.0178,12527.0,1145.0,12567.272,1435.3799,12525.0,1145.0,12566.499,1437.5297,12525.0,1144.0,12565.795,1440.9214,12523.0,1145.0,12565.04,1442.3584,12524.0,1146.0
P015098,CBK309084,13213.786,1944.191,13841.0,1268.0,13212.962,1941.3064,13843.0,1261.0,13212.165,1937.5042,13846.0,1246.0,13210.699,1938.3872,13843.0,1244.0,13210.009,1941.6036,13839.0,1252.0,13209.291,1942.9911,13836.0,1258.0
P015098,CBK309265,9883.209,1368.1829,9485.0,869.0,9882.304,1367.7806,9483.0,869.0,9881.448,1366.664,9481.0,867.0,9880.58,1366.8865,9480.0,867.0,9879.883,1367.1958,9480.0,868.0,9879.367,1367.8506,9479.0,869.0
P015098,CBK309391,11782.99,940.9228,11779.0,652.0,11782.2295,936.42645,11778.0,651.0,11781.428,931.9499,11778.0,648.0,11780.695,932.9641,11776.0,648.0,11779.534,935.8672,11774.0,650.0,11779.158,936.7042,11774.0,651.0
P015098,CBK309437,12235.701,1312.3795,11986.0,762.0,12235.123,1308.1167,11984.0,759.0,12234.435,1305.4355,11983.0,759.0,12233.491,1306.9545,11981.0,761.0,12232.59,1309.4913,11980.0,762.0,12231.537,1310.3129,11979.0,761.0
P015098,CBK309466,11820.879,1212.2725,11985.0,763.0,11819.782,1205.5745,11985.0,757.0,11819.195,1199.1771,11984.0,750.0,11818.254,1201.3876,11982.0,750.0,11817.162,1205.924,11978.0,754.0,11816.298,1207.8103,11977.0,756.0
P015098,CBK309538,12411.15,2059.4028,12914.0,1587.0,12410.302,2056.2678,12910.0,1584.0,12409.144,2054.8247,12908.0,1580.0,12408.913,2056.248,12906.0,1581.0,12407.8545,2057.7747,12905.0,1580.0,12407.372,2058.5745,12903.0,1583.0
P015098,CBK309601,11014.156,1189.3788,11062.0,915.0,11013.746,1186.1898,11061.0,914.0,11012.807,1182.5222,11060.0,913.0,11011.661,1183.0896,11058.0,913.0,11011.034,1185.2178,11057.0,914.0,11010.151,1186.1261,11056.0,914.0
P015098,CBK309639,12717.26,1761.0114,12368.0,1346.0,12715.495,1756.7238,12362.0,1344.0,12713.216,1754.0688,12355.0,1346.0,12711.732,1755.7084,12351.0,1347.0,12709.853,1759.2026,12350.0,1348.0,12707.717,1760.4438,12349.0,1348.0
P015098,CBK309655,12206.068,2112.09,13106.0,1072.0,12205.27,2110.6194,13108.0,1064.0,12204.973,2109.229,13110.0,1057.0,12203.658,2109.2258,13106.0,1058.0,12202.849,2110.2407,13103.0,1062.0,12202.057,2110.6409,13102.0,1064.0
P015098,dmso,10689.397,1897.8379,10177.0,1201.0,10688.401,1895.5778,10175.0,1200.0,10687.748,1893.722,10173.0,1199.0,10686.716,1894.4722,10171.0,1200.0,10685.91,1895.6288,10171.0,1201.0,10684.957,1895.9813,10170.0,1201.0
P015098,plate,11294.624,1742.3533,11127.0,1079.0,11293.55,1739.4875,11126.0,1077.0,11292.364,1737.2507,11124.0,1076.0,11291.304,1737.9047,11122.0,1076.0,11290.183,1739.4957,11120.0,1078.0,11289.065,1739.95,11119.0,1078.0
P015099,CBK011613,11551.79,851.90936,11476.0,554.0,11551.026,843.2228,11473.0,547.0,11549.841,839.3492,11469.0,544.0,11548.884,843.2374,11467.0,547.0,11547.563,848.50006,11466.0,550.0,11547.012,849.3802,11465.0,551.0
P015099,CBK016139,13272.38,1076.6558,13292.0,755.0,13271.264,1069.336,13291.0,750.0,13270.46,1065.1749,13288.0,748.0,13269.509,1067.4314,13286.0,749.0,13268.636,1070.2134,13286.0,750.0,13267.653,1070.4188,13286.0,750.0
P015099,CBK017131,12389.379,1191.854,12293.0,879.0,12388.136,1185.6753,12290.0,875.0,12387.484,1182.3783,12285.0,872.0,12387.319,1184.4506,12284.0,874.0,12386.2,1187.9161,12285.0,877.0,12385.386,1188.7089,12286.0,878.0
P015099,CBK041003,12324.66,952.11725,12308.0,668.0,12323.95,942.1669,12308.0,664.0,12323.669,935.99097,12307.0,663.0,12322.998,940.3142,12305.0,665.0,12322.147,946.86163,12302.0,668.0,12321.106,948.7701,12300.0,668.0
P015099,CBK041184,12740.48,778.73175,12754.0,541.0,12739.748,772.1702,12753.0,539.0,12738.936,767.8358,12751.0,538.0,12737.913,769.7455,12748.0,538.0,12737.232,773.67377,12746.0,540.0,12736.287,774.9206,12744.0,540.0
P015099,CBK041506,11961.082,1570.1539,11549.0,1094.0,11960.477,1564.8737,11547.0,1096.0,11959.266,1560.7334,11542.0,1097.0,11958.719,1562.7336,11539.0,1096.0,11957.644,1565.6119,11539.0,1097.0,11956.435,1566.6288,11538.0,1097.0
P015099,CBK041516,12506.378,1913.4653,11850.0,1169.0,12505.62,1910.5133,11848.0,1170.0,12505.079,1907.7712,11845.0,1168.0,12504.336,1908.4727,11843.0,1166.0,12503.763,1910.7953,11842.0,1167.0,12503.308,1912.2034,11842.0,1168.0
P015099,CBK041585,12578.479,1006.0845,12537.0,678.0,12575.89,999.5494,12536.0,673.0,12573.145,997.5653,12534.0,672.0,12570.543,1003.3505,12530.0,676.0,12568.087,1009.5467,12526.0,680.0,12565.648,1011.90063,12524.0,681.0
P015099,CBK041678,13393.762,865.9717,13329.0,658.0,13393.015,852.49805,13322.0,653.0,13392.248,846.0036,13316.0,650.0,13391.712,852.74664,13316.0,651.0,13390.822,860.77576,13316.0,654.0,13389.636,862.7863,13315.0,655.0
P015099,CBK041720,11535.037,1737.3287,10983.0,1117.0,11533.829,1734.3002,10980.0,1115.0,11532.741,1732.8414,10976.0,1114.0,11532.138,1733.6464,10974.0,1115.0,11531.199,1735.2395,10973.0,1116.0,11530.138,1735.8517,10973.0,1116.0
P015099,CBK041761,11610.573,1094.1195,11678.0,835.0,11608.369,1091.0576,11679.0,837.0,11605.525,1090.4229,11681.0,837.0,11603.308,1093.9075,11679.0,838.0,11600.667,1098.6208,11675.0,840.0,11598.412,1101.1957,11675.0,842.0
P015099,CBK041770,12281.013,1858.6692,11858.0,1470.0,12279.833,1856.0358,11856.0,1470.0,12278.979,1854.0087,11853.0,1468.0,12278.473,1854.9409,11851.0,1469.0,12277.972,1855.99,11850.0,1470.0,12277.3545,1856.6355,11850.0,1472.0
P015099,CBK042178,10205.506,1482.229,10543.0,1071.0,10205.045,1481.0624,10544.0,1068.0,10204.625,1479.8181,10545.0,1063.0,10203.882,1479.9915,10543.0,1063.0,10203.29,1480.9692,10541.0,1066.0,10202.511,1480.9685,10540.0,1067.0
P015099,CBK200593,12235.927,741.4504,12148.0,489.0,12235.536,735.0072,12146.0,486.0,12235.306,728.86346,12142.0,483.0,12234.299,730.54285,12140.0,483.0,12233.491,734.5019,12140.0,485.0,12232.963,735.58905,12141.0,485.0
P015099,CBK200898,12793.174,1284.5425,12666.0,981.0,12789.865,1275.3982,12663.0,976.0,12787.039,1269.6898,12658.0,969.0,12783.382,1270.0935,12654.0,968.0,12780.151,1271.8368,12651.0,969.0,12776.743,1270.5646,12649.0,968.0
P015099,CBK200945,12083.155,2385.5532,12337.0,1998.0,12081.8955,2383.2324,12341.0,2002.0,12080.35,2381.685,12341.0,2001.0,12078.944,2383.8276,12336.0,2001.0,12077.541,2386.1702,12331.0,2001.0,12075.845,2386.8923,12328.0,2001.0
P015099,CBK201030,12493.432,1172.1276,12475.0,892.0,12492.023,1165.2242,12474.0,892.0,12491.406,1160.3323,12473.0,890.0,12490.675,1162.9888,12470.0,889.0,12489.533,1167.3174,12468.0,890.0,12489.21,1168.222,12468.0,890.0
P015099,CBK201032,10492.471,905.6181,10386.0,579.0,10491.425,901.4279,10384.0,576.0,10490.687,898.7544,10381.0,574.0,10489.581,900.1285,10379.0,575.0,10489.061,902.1759,10378.0,577.0,10488.134,902.3217,10377.0,577.0
P015099,CBK271643,10866.101,693.92615,10830.0,468.0,10865.32,684.0912,10828.0,465.0,10864.525,680.306,10825.0,463.0,10863.782,684.6905,10823.0,464.0,10863.004,690.01337,10821.0,466.0,10862.339,691.47375,10820.0,466.0
P015099,CBK277909,13039.587,763.37616,13017.0,504.0,13038.28,758.3644,13017.0,502.0,13037.991,753.1975,13016.0,500.0,13037.186,753.16235,13013.0,500.0,13036.118,756.0665,13012.0,502.0,13035.734,757.3586,13012.0,502.0
P015099,CBK277937,11436.981,783.50867,11442.0,604.0,11436.049,776.89935,11441.0,602.0,11435.001,771.683,11438.0,601.0,11434.397,773.0361,11435.0,600.0,11433.506,777.0337,11434.0,601.0,11432.326,778.12775,11432.0,601.0
P015099,CBK277969,10963.864,1013.93024,10938.0,764.0,10963.196,1000.2703,10938.0,759.0,10962.652,986.1228,10930.0,754.0,10961.647,985.8039,10922.0,754.0,10960.405,991.14105,10921.0,758.0,10959.806,992.35345,10922.0,759.0
P015099,CBK278004,10885.247,1194.1234,10763.0,875.0,10882.132,1190.0753,10762.0,874.0,10879.108,1187.2544,10758.0,872.0,10875.741,1185.261,10755.0,871.0,10873.062,1184.2643,10751.0,869.0,10869.857,1182.5243,10749.0,868.0
P015099,CBK278120,11346.895,1481.7393,11008.0,1065.0,11346.089,1479.8153,11007.0,1064.0,11345.126,1476.5934,11002.0,1061.0,11344.8,1476.6971,11000.0,1061.0,11343.535,1478.7428,11000.0,1062.0,11342.927,1479.8088,11000.0,1063.0
P015099,CBK289760,11077.6455,1515.4504,11212.0,1339.0,11076.599,1511.1312,11215.0,1341.0,11076.024,1508.8491,11212.0,1337.0,11074.791,1510.0942,11207.0,1334.0,11073.669,1512.1758,11204.0,1333.0,11073.138,1513.2487,11203.0,1335.0
P015099,CBK289882,11095.414,1284.8643,11366.0,909.0,11095.115,1280.9591,11365.0,903.0,11094.192,1276.5608,11364.0,893.0,11093.763,1277.7435,11363.0,893.0,11092.59,1280.3091,11360.0,897.0,11092.251,1282.1787,11357.0,901.0
P015099,CBK290012,11745.816,2084.3286,12436.0,1244.0,11745.373,2082.1028,12438.0,1237.0,11744.275,2080.7913,12435.0,1235.0,11743.143,2081.867,12431.0,1238.0,11742.845,2082.5784,12429.0,1241.0,11742.241,2083.1514,12429.0,1242.0
P015099,CBK290101,11550.1455,1263.49,11693.0,1016.0,11549.502,1258.7736,11693.0,1013.0,11548.403,1255.9691,11690.0,1009.0,11547.285,1258.2141,11688.0,1008.0,11546.396,1260.4474,11687.0,1009.0,11545.606,1260.7454,11687.0,1009.0
P015099,CBK290217,11806.669,1516.1246,11755.0,1075.0,11805.696,1511.469,11755.0,1072.0,11804.525,1509.4727,11755.0,1071.0,11803.236,1511.5376,11753.0,1072.0,11802.28,1514.3549,11750.0,1074.0,11801.206,1515.4884,11749.0,1075.0
P015099,CBK290251,11798.692,1035.7261,11680.0,701.0,11797.612,1031.3717,11678.0,699.0,11796.876,1026.8923,11675.0,696.0,11795.507,1027.1888,11675.0,696.0,11795.02,1030.1716,11674.0,698.0,11793.814,1030.3102,11673.0,698.0
P015099,CBK290287,12707.944,1246.4938,12538.0,809.0,12707.506,1241.8418,12536.0,808.0,12706.308,1238.6129,12531.0,807.0,12705.591,1240.0298,12530.0,808.0,12704.841,1242.6782,12530.0,810.0,12703.934,1243.028,12530.0,809.0
P015099,CBK290493,11256.227,691.28503,11218.0,474.0,11255.619,682.9087,11217.0,472.0,11255.123,675.4253,11213.0,469.0,11254.71,678.17334,11211.0,469.0,11253.309,683.7117,11210.0,471.0,11252.591,685.7613,11209.0,471.0
P015099,CBK290529,11931.684,1318.9828,11818.0,941.0,11930.077,1315.4037,11816.0,939.0,11929.272,1312.7737,11816.0,941.0,11928.217,1313.6083,11814.0,942.0,11927.189,1315.0872,11812.0,942.0,11926.918,1315.4213,11810.0,941.0
P015099,CBK290588,12437.309,1108.9628,12544.0,887.0,12434.522,1103.3922,12542.0,886.0,12431.694,1098.5374,12542.0,882.0,12429.113,1100.3593,12539.0,881.0,12426.3,1105.1672,12532.0,881.0,12423.271,1107.3738,12525.0,882.0
P015099,CBK290683,12398.309,2302.688,11307.0,897.0,12397.517,2299.768,11303.0,891.0,12397.162,2297.1077,11300.0,889.0,12395.99,2297.5276,11299.0,893.0,12395.445,2299.506,11299.0,896.0,12394.815,2300.1045,11299.0,897.0
P015099,CBK291076,11560.573,718.9729,11593.0,499.0,11559.372,708.6244,11591.0,495.0,11558.428,701.30347,11586.0,491.0,11557.233,705.22473,11581.0,491.0,11556.19,711.9048,11579.0,494.0,11555.283,713.98206,11578.0,496.0
P015099,CBK303985,12027.695,966.3387,12012.0,678.0,12027.088,957.7262,12011.0,675.0,12026.558,952.47906,12008.0,672.0,12025.006,955.81335,12005.0,672.0,12024.479,960.7905,12002.0,674.0,12023.6045,962.26166,12001.0,675.0
P015099,CBK307747,11396.082,782.45233,11394.0,537.0,11395.373,777.8825,11393.0,535.0,11394.61,774.79095,11391.0,533.0,11393.869,776.4392,11390.0,534.0,11393.727,779.1055,11390.0,535.0,11392.691,779.5875,11389.0,536.0
P015099,CBK307798,11982.748,786.0416,12016.0,534.0,11982.086,779.14185,12014.0,530.0,11981.263,772.4557,12012.0,525.0,11980.45,774.5198,12010.0,527.0,11978.992,779.7657,12006.0,531.0,11978.413,782.53485,12005.0,532.0
P015099,CBK307816,11604.632,928.7959,11608.0,649.0,11603.668,924.4588,11607.0,647.0,11603.436,920.8026,11604.0,645.0,11602.629,922.0749,11602.0,645.0,11601.586,924.4909,11601.0,647.0,11600.576,924.43335,11600.0,646.0
P015099,CBK307964,12456.154,1678.206,12826.0,1183.0,12455.001,1676.2717,12828.0,1181.0,12453.794,1675.6744,12827.0,1180.0,12452.391,1676.8345,12824.0,1180.0,12451.072,1678.7256,12822.0,1180.0,12450.172,1679.6799,12822.0,1181.0
P015099,CBK308090,11677.788,878.9262,11665.0,520.0,11676.991,869.5173,11664.0,516.0,11676.531,863.35724,11661.0,512.0,11676.045,867.3626,11658.0,515.0,11675.116,873.2914,11656.0,519.0,11674.124,875.0571,11655.0,521.0
P015099,CBK308097,13515.909,942.4584,13485.0,663.0,13515.322,932.51324,13483.0,661.0,13514.746,925.99664,13476.0,659.0,13513.676,930.40405,13472.0,659.0,13512.916,937.82025,13473.0,662.0,13511.881,940.1962,13473.0,663.0
P015099,CBK308173,11378.218,2085.8687,10484.0,997.0,11376.782,2082.923,10480.0,991.0,11376.151,2082.2563,10474.0,987.0,11375.498,2083.4365,10474.0,992.0,11374.516,2084.8489,10476.0,998.0,11373.139,2085.443,10476.0,1000.0
P015099,CBK308276,13180.468,1494.0299,12889.0,834.0,13180.185,1488.2164,12888.0,828.0,13179.355,1483.4005,12886.0,827.0,13178.283,1484.9413,12880.0,829.0,13178.043,1489.2719,12879.0,832.0,13177.587,1491.3916,12880.0,834.0
P015099,CBK308359,10987.283,1316.1754,10847.0,1026.0,10986.029,1313.5033,10846.0,1025.0,10985.009,1311.0521,10847.0,1026.0,10984.281,1311.5356,10847.0,1026.0,10983.3125,1313.715,10845.0,1027.0,10982.93,1315.0054,10843.0,1027.0
P015099,CBK308484,11942.225,1002.9987,11824.0,640.0,11941.495,998.9321,11822.0,638.0,11941.071,994.6516,11821.0,637.0,11940.472,995.50964,11821.0,638.0,11939.274,997.9123,11819.0,638.0,11938.773,999.3784,11819.0,639.0
P015099,CBK308613,12141.708,1678.2281,11820.0,1344.0,12141.185,1675.3492,11817.0,1341.0,12140.307,1672.6166,11810.0,1340.0,12139.433,1672.7351,11810.0,1342.0,12138.766,1675.5659,11811.0,1345.0,12137.757,1676.5302,11811.0,1346.0
P015099,CBK308631,10652.599,1035.1104,10521.0,722.0,10651.465,1027.6924,10518.0,718.0,10650.697,1024.7596,10516.0,722.0,10649.277,1027.0184,10514.0,725.0,10648.647,1030.6431,10513.0,726.0,10648.118,1031.3994,10512.0,725.0
P015099,CBK308819,11121.031,763.5311,11191.0,572.0,11119.827,757.95593,11189.0,569.0,11118.769,753.6764,11186.0,567.0,11117.602,754.13477,11183.0,568.0,11116.266,755.8449,11181.0,568.0,11114.392,756.4135,11178.0,569.0
P015099,CBK308876,11063.059,804.3428,11046.0,591.0,11062.515,796.8333,11043.0,588.0,11061.464,790.68774,11040.0,587.0,11060.522,793.8424,11037.0,588.0,11059.649,799.1728,11036.0,590.0,11059.133,800.7498,11035.0,590.0
P015099,CBK308880,10946.428,864.81854,10947.0,602.0,10945.479,860.85394,10946.0,599.0,10944.27,856.9352,10942.0,597.0,10943.934,857.9817,10941.0,598.0,10942.82,860.46515,10940.0,600.0,10941.915,860.9049,10939.0,599.0
P015099,CBK308966,12124.969,687.055,12107.0,511.0,12123.778,681.7924,12105.0,509.0,12122.8,678.6354,12102.0,507.0,12121.952,680.4225,12100.0,508.0,12121.401,683.1299,12099.0,509.0,12120.407,684.1683,12099.0,509.0
P015099,CBK309016,11750.383,1047.1445,11834.0,738.0,11749.578,1043.0983,11834.0,736.0,11748.663,1040.2352,11832.0,735.0,11747.788,1041.3804,11831.0,736.0,11746.819,1043.1083,11830.0,737.0,11745.993,1043.668,11828.0,737.0
P015099,CBK309020,10895.215,737.3866,10887.0,528.0,10894.534,733.9201,10885.0,527.0,10893.221,730.2234,10883.0,526.0,10892.617,730.4249,10882.0,526.0,10891.306,732.51556,10881.0,527.0,10890.964,733.0695,10880.0,527.0
P015099,CBK309021,12525.49,1339.6649,12684.0,1097.0,12524.556,1335.0643,12685.0,1096.0,12523.722,1332.6332,12686.0,1094.0,12523.098,1333.8009,12685.0,1092.0,12522.354,1335.634,12683.0,1093.0,12521.241,1335.7349,12682.0,1093.0
P015099,CBK309040,12525.288,2201.8445,13244.0,1510.0,12524.886,2199.0806,13246.0,1502.0,12524.27,2197.3147,13245.0,1495.0,12523.376,2198.7693,13242.0,1498.0,12522.613,2200.4207,13239.0,1502.0,12521.987,2200.9478,13238.0,1504.0
P015099,CBK309049,11925.14,1563.3708,11799.0,1050.0,11924.158,1558.8136,11795.0,1046.0,11923.211,1556.097,11794.0,1046.0,11922.723,1558.4059,11794.0,1048.0,11922.051,1562.1085,11792.0,1050.0,11921.523,1562.9229,11792.0,1051.0
P015099,CBK309084,11885.896,1494.2574,12100.0,1240.0,11884.298,1487.9156,12102.0,1239.0,11882.94,1485.4646,12100.0,1235.0,11881.388,1488.1189,12094.0,1232.0,11880.1,1491.5629,12091.0,1232.0,11879.009,1492.5857,12090.0,1233.0
P015099,CBK309265,11725.112,1538.726,12171.0,1023.0,11724.42,1536.4501,12172.0,1018.0,11723.984,1534.6652,12172.0,1013.0,11723.042,1535.2463,12169.0,1015.0,11722.657,1536.526,12167.0,1019.0,11721.764,1536.8885,12167.0,1019.0
P015099,CBK309391,11086.772,2980.854,11700.0,705.0,11884.275,1017.69135,11848.0,653.0,11935.199,1079.0568,11849.0,689.0,11919.201,1061.7778,11841.0,683.0,11901.238,1042.3347,11834.0,676.0,11887.94,1027.7877,11829.0,669.0
P015099,CBK309437,10678.7,747.8288,10691.0,531.0,10678.038,743.47736,10690.0,529.0,10676.884,740.7782,10686.0,528.0,10675.96,742.2003,10684.0,528.0,10674.911,744.13007,10683.0,529.0,10674.397,744.8405,10683.0,530.0
P015099,CBK309466,10853.839,1213.4265,10899.0,1034.0,10852.757,1207.1344,10905.0,1034.0,10851.872,1202.1122,10903.0,1034.0,10851.323,1204.0479,10898.0,1033.0,10850.309,1207.6783,10895.0,1033.0,10849.686,1208.884,10896.0,1033.0
P015099,CBK309538,12917.912,1099.7412,12785.0,825.0,12917.263,1093.9431,12781.0,821.0,12916.385,1090.8411,12778.0,821.0,12915.635,1092.8644,12778.0,824.0,12915.039,1096.8656,12778.0,826.0,12914.823,1098.4517,12778.0,827.0
P015099,CBK309601,12478.929,979.8941,12439.0,651.0,12478.62,972.2384,12438.0,647.0,12477.822,967.8942,12434.0,644.0,12476.724,970.8673,12431.0,646.0,12476.032,975.13086,12430.0,648.0,12475.305,975.57245,12430.0,648.0
P015099,CBK309639,11737.933,760.5532,11788.0,528.0,11737.505,751.3252,11786.0,525.0,11736.565,746.52594,11781.0,521.0,11735.619,750.3576,11777.0,523.0,11734.863,754.5008,11777.0,525.0,11733.953,755.45013,11777.0,525.0
P015099,CBK309655,11360.44,1069.9547,11524.0,821.0,11359.491,1065.8702,11526.0,818.0,11359.0,1062.2795,11525.0,817.0,11358.036,1062.5836,11520.0,817.0,11357.103,1064.0707,11518.0,818.0,11356.19,1064.3901,11518.0,818.0
P015099,dmso,11554.922,1171.3813,11583.0,770.0,11553.812,1166.3086,11582.0,767.0,11553.113,1161.9602,11581.0,763.0,11552.217,1162.9706,11580.0,761.0,11551.3545,1165.9586,11578.0,763.0,11550.664,1167.4257,11576.0,765.0
P015099,plate,11824.942,1503.0554,11770.0,974.0,11835.621,1458.3286,11772.0,971.0,11835.355,1456.2238,11770.0,970.0,11834.137,1457.2892,11768.0,970.0,11832.871,1459.471,11766.0,971.0,11831.6045,1460.0371,11766.0,971.0
